ID,Title
984,CAMPAGNA DR. NUNZIO EZIO
982,Dentego - La Seyne Sur Mer
981,Cabinet du Docteur Matthieu SIMON
979,Cabinet du DR Muriel Fenet
978,CABINET DENTAIRE GLOBAL
976,Centre dentaire des chartreux Marseille
975,Cabinet du Docteur Constantin Dumitru COVIT
974,CLINICA DENTÁRIA DR LOURDES VERISSIMO
970,Cabinet du Docteur Iuliana CRUC
968,STUDIO ODONTOIATRICO COZZOLINO PASQUALE
967,Cabinet du Dr Julien Seguis
966,Cabinet Dentaire Garibaldi
965,Clinica Dental Crooke Marbella
964,BARBARO DOTT. LEANDRO
963,Clinica Dental Crooke Alicante
961,Cabinet Dentaire Sore
960,Cabinet Dentaire du Dr Ardelean
959,Cabinet du Dr Yohanny Noel
958,GHEZZI DOTT. STEFANO
957,Cabinet du Dr Eliard
956,Dentifamily
955,Cabinet du Dr Claudius Zaharia-Trofin
952,SCM DARIE CHABAGNO
951,Cabinet du Dr Jean Jacques FABRE
949,"Cabinet des Dr Moueza, Banti & Michel-Amadry"
945,Cabinet du docteur Nicolas Brombal
944,FORMENTELLI DOTT. SERGIO
942,SCM DENTAIRE CARNOT
940,MEDI DENTAL PLUS SRL
938,Cabinet du Dr François BRESSON
937,Cabinet du Dr Paul Lucian MOLNAR
936,Cabinet du Dr Herve Vitte
934,Dr CHOUKAIR Jamil
932,STUDIO PROCE
930,THE EXCELLENCE SRL
929,Centre Dentaire Torcy
928,Cabinet du docteur Guillaume DARS
927,Cabinet du Dr Bussemey Thibaut
925,Vivanta Argomaniz
924,FARSI PROSSIMO SALUTE scs Onlus
923,Cabinet du Dr GUAVRI CALIAPEROUMAL
922,Dr SERANDOUR Guillaume
920,Cabinet du Dr Sophie Grosse
918,Cabinet du Dr Bréthous
917,STUDIO FELETTO SRL
915,SPECIAL ONE SRL
914,GIULIO DOTT PASTORE
912,Cabinet du Dr Thibault BERTRAND
910,Cabinet du Dr Damien Joe
908,CENTRO MEDICO ODONTOIATRICO DI ENIA LORENZO & C.
907,Cabinet du Dr Arroyo
906,Corral & Vargas Clínica Dental
905,Cambra Clinic
904,CABINET DENTAIRE DU DR ROMANE LEBOURGEOIS
903,Cabinet du docteur Lilian COSSART
902,Cabinet du docteur Laurent SERS
901,Cabinet Dr MELET
900,TORINO CINQUE SRL
899,Dr BEKKAOUI Mohamed
898,Cabinet Dentaire du Dr Sametzky
897,STRAMESI PIERO
896,MICLAVEZ DR. ANTONIO
895,Studio Dentistico Giangiacomo e Pezzotti
894,MANIERI MONICA
893,FG Dental S.R.L
892, ITALIA DENTAL GROUP SRL
890,DENTALART SNC
888,Centro Dentale 2M
887,Studio Cataudella STP SRL
886,Tandartsenpraktijk Ivoren Toren
885,Dentalzorg
884,Cabinet Dentaire du Dr Gutierres
883,Cabinet Dr Mikaël ROQUE
882,Dr ROTH Frédéric
881,Dentalway - Villeneuve d'Ascq
878,Dr DEAGE Frédéric
877,DENTAL SOLUTION SAS
876,PRODENT SRL
875,STUDIO GISOTTI SRL
873,ISGRO' DOTT. LORENZO
871,Dott. Monaca Pietro
870,Medident - Bagnolet
869,Studio Scatigna SRL STP
868,Microdent SRL
867,Master Teeth SRL
866,Poliambulatorio Leonardo srl
865,Grusovin D.ssa Gabriella
861,Centro Odontoiatrico L&C Dental
860,R&B SRL
859,Cimmino Dott. Alberto
858,Centro Odontoiatrico Just Smile Sas Dr Tinervia
857,Trapani di Maio
856,DENTALFEDE DI TRILLI FEDERICO
854,VITAGLIANO DOTT. MATTEO
852,ORAL CLINICS GROUP SRL
851,SAN GIMIGNANO
850,CENTRO DEL SORRISO SRL
849,ODONTOTEAM SRL
848,DENTAL CARE SRL
846,Cabinet du Dr Jean-Pierre MONON
845,Dr DESMAREST Julien
844,Cabinet Dr Julien Grélin
843,Cabinet du Dr Jimmy el Kik
842,Denteka - Sceaux
840,Dr DA SILVA Eurico
838,Cabinet du Docteur Yalicheff
837,Oral Center
835,Cabinet du Dr Margaux Danneels
833,Dr LEVY FAURIE Tania
828,Salud Navarra
827,Denteka - Savigny le Temple
826,Centre dentaire de la Cascade
825,Dr POPESCU Doina
824,Clinica Dental Goi
819,Cabinet du Dr Barber
818,Arturo Lozano Clínica Dental - Las Fuentes
817,Docteur Sylvie HARTMANN-FROSSARD
816,Denteka - Enghien les Bains
814,Dr Guillermic Aurélien
813,Dr BONDARI Silviu
808,Denteka - Clamart
806,Cabinet du Dr HAMICHI Fayza
804,Clinique Dentaire de Solesmes
803,Cabinet du Dr Elise Demaria
802,Denteka - Noisy le Sec
801,Cabinet Dentaire Sodenel
800,Dr ALLOUCHE Ylan
793,Dr FOSSATI Clément
789,Cabinet Solea
787,Nobel Santé - Oullins
784,EDENTE Estudio Dental by Pura Rodríguez
782,Labelia - Lyon 8 Montplaisir
781,Labelia - Saint Fons
780,Cabinet du docteur Maxime Trenit
779,Light Falls Clinic
778,Smile Concept
775,Groupe Denteka
772,MFR Rhône Alpes - Vienne
771,SCM POGAM-BALDY
770,Cabinet Dr FRAYSSE Nicolas
769,Santé Groupe - Poteaux ( Paris 18)
768,Santé groupe - Orléans
767,Cabinet du docteur Jérémy ANDRE
765,Cabinet du Dr Luc JEANNENOT
763,Somed Santé - Nantes
762,Cabinet du Docteur Sebastien Petit
761,Santé Groupe - Bois Colombes
760,"Dr DURET, BERTY, BOURMAND"
759,Sublimdent - Valence
758,Cabinet du Dr Fabien LIVRATI
756,Cabinet du docteur Gianluca GAVETTI
755,Cabinet du Nadia Jean-Baptiste
754,Centre Dentaire Léon Giraud
752,Dr VARNIER Karine
749,Cabinet du Dr Sadam Arar
748,Cabinet du Dr GRANDCHAMP Nina
747,Fidente Dental Clinic
745,Dr DELANNOY Romain
743,Cabinet Dr OATEN - Dr CHEBANCE
742,Cabinet du Dr Pascal Richardin
740,Cabinet du Dr Alexandre Carles
738,Centre Dentaire A'DENT
737,Artdent Clinic | La Valentine
735,Cabinet du Dr Sébastien UNIA
734,Cabinet du docteur Alexandra MARRONE
733,Selarl Cabinet Hortza
732,Docteur Johanne TUBIANA
731,Cabinet Arès Dr Deranlot - Calvet - Chamoux
730,Le Labo du Sourire
729,Medvision - Saint Cloud
727,Cabinet Dr Baleste
723,Dentego - Grasse (Franchise)
722,"Drs AUFFRAY, ROCQUES"
721,Dr HEQUET Jean-Charles
718,Cabinet du Docteur Laura Baccala
716,Cabinet du docteur Elisa HOVORKA
715,Cabinet dentaire Vermillion
714,Dentego - Cabestany
712,Dentego - Trinité
711,Cabinet dentaire - Basse Terre
710,CABINET DENTAIRE GRAND SELVE
707,Cabinet du docteur Dinh Hoan TRAN
705,Cabinet du docteur Laure DEMARTY
704,Cabinet du Dr Andréas Bauer
703,Cabinet du Dr Denis Pichon
702,Cabinet du Dr Jean-Eric Lachaux
701,Cabinet du Dr Patrick DAVID
700,Dr FURTADO Marco
698,Place Dentaire - Reims Vesle
697,Dentego - Lyon Part Dieu
696,Dr JEGHAM Elyes
695,Microdent Dental
693,Clinique Dentaire New-port
691,Dr MARTINAGE Anne Cecile
690,Cabinet du Dr Muriel COMPAN
689,SCM LE BARRAGE OUEST
688,Docali - Bondy
687,Docali - Bobigny
686,Docali - Aubervilliers
685,Place Dentaire - Lyon Lafayette
684,Cabinet du Dentaire Dupuy Montaudran
681,Cabinet du Dr Maria Pereira Gomes Da Fonte
680,Clinica Calvo de Mora
679,Dr PETIT Guillaume
678,Santé Sourire
677,Cabinet du docteur Bruno DAVY
676,Cabinet du docteur Alexandre Macario
674,Cabinet Dentaire des 4 Pavillons
673,Cabinet du docteur Margot DUBERTRAND
671,Place Dentaire - Nanterre Prefecture
669,Place Dentaire - Le Raincy
667,Cabinet du Dr Laurent PRUNET
665,Centre Médical et Dentaire de la Verrière - Meaux
661,SmileForLife
659,Santé Plus - Perpignan Jean Peyrat
658,Santé Plus - Saint Martin
657,Santé Plus - Brest
656,Santé Plus - Valmy
655,Santé Plus - Canal
654,Santé Plus - Meaux
652,Dr BEAUPIN Simon
651,Place Dentaire - Perpignan
650,Place Dentaire - Barbès
648,Place Dentaire - Saint Antoine
647,Cabinet Dentaire du Dr Bérenger Charlois
646,Cabinet Dentaire Flumet
645,Cabinet dentaire des Drs Jourdan & Bienfait
642,Dr DANEY Thibault
640,Cabinet du docteur Stéphane DEDOBBELER
639,Cabinet du Dr Svetlana SAYFULIN
638,Cabinet dentaire les 2 alpes
637,Dentalaxe - Montbéliard
631,Cabinet du Dr Ouahiba Arar
628,Place Dentaire - Nanterre Foch
627,Cabinet du Dr Boivin
626,Cabinet Dentaire Monselet - Boulay Paty
625,Centre Dentaire Choisy Sourire
624,"Cabinet des Drs Morel, Rossi & Chataigner - Charly"
623,Cabinet du Dr Pierre Ouvrard
622,Cabinet Dentaire Monselet - Emile Sarradin
621,Cabinet du Dr Xavier SEVIGNAC
620,Cabinet Dr Paul BOURGES
619,Cabinet du Dr Daniel BENICHOU
615,Cabinet du Dr Sayac - Lyon
611,Place Dentaire - Les Lilas
609,Cabinet du Dr Benoit Toutain
604,Cabinet du Dr Ludovic MARUANI
603,Cabinet du Dr Sobol
601,Labelia - Sathonay
600,Labelia - Charbonnieres Les Bains
599,Dr PINTO Ana
598,Cabinet du Dr Chloé Montero - Castelsarrasin
597,Cabinet du Dr Chloé Montero - St Alban
595,Cabinet du Dr Mickael Aziza
594,Dr HERVE Agathe
593,Cabinet du Dr Valérie REGEN HALL
591,Gsmile - Issy les Moulineaux
590,Gsmile - Versailles
589,Gsmile - Noisy le Roi
587,Dr Levana CHETBOUN
585,SELARL Mathieu Benichou
583,Cabinet du Dr Nafissa Tehami
581,Cabinet du Dr Rocco ROUX
577,Allodent - Saint Cannat
574,Dr BITAR Elie
571,Cabinet dentaire Cap 3000
570,Dentego - Laxou
568,"Dr TOCQUER, BERTHO TOCQUER"
566,Cabinet Dr DUMONT - Dr BESSE
564,Cabinet du docteur Nicolas Macqueron
563,Cabinet du Dr Bouchez
562,Cabinet du Dr Mader
559,Cabinet du Dr Eduard Weingart
557,Cabinet du Dr Henri Guegan
556,Cabinet Dentaire 3D - Dr Philippe Cazenave
554,CMC Oral
552,Cabinet des Dr Riester et Jimenez
550,Dr ZENATI Charlotte
549,Dr DARRIEU Marie
548,Cabinet du docteur Payam Gandjizadeh
547,Cabinet du docteur Gilles Garfagnini
546,Nobel Santé - Marseille
545,Nobel Santé - Lyon 8
544,Nobel Santé - Vénissieux
542,Cabinet Dr Mehdi Bouchnafa
541,Dr MORETTI David
539,Dr BULZ Radu
538,Dr KELEMEN Cristian
537,Cabinet du Dr Frédéric ROULANT
535,"Dr STURZ, FAURE"
534,Cabinet du Dr Manon GOURNAY-COPPEE
533,Dr BRODIEZ Pascal
531,Vitaldent - Villalba
529,Dr ALIZARD Chloé
527,Dr. Simon CLAEYS
526,Dr BUQUET Etienne
525,Cabinet du docteur Eric Lefevre
524,"Cabinet dentaire des Drs Horiot, Jourdan et Gomis"
523,Cabinet Dr Karima Nouri
522,Dr HURGOIU Adriana
521,SCP ACES
519,Cabinet du Docteur Jean-Baptiste OLIVER
517,Cabinet du Dr Lisa BERGONZI-GARZELLI
515,Cabinet Drs Morgane POLLET et Guillaume WARINGHEM
514,Cabinet de Chirurgie Dentaire du Parc
513,Cabinet Dentaire du Renaison
512,Cabinet Dentaire du Médipôle
508,Vitaldent - Alcorcon
507,Dr BERENGUER Christophe
505,Cabinet du Dr Nicolas OSSWALD
503,Somed - Clay
502,Centre Dentaire - Porte d'Auteuil
500,Oneddental
499,Dr AMILLO Laura
497,Somed - Amiens
496,Cabinet Dr Fabrice BAUDOT
494,Vitaldent - Mostoles
493,Vitaldent - Mostoles Goya
492,Dr MAAREK Yosef Thierry
491,Dr HUMMEL Alexandre
490,Dr DIACONESCU Dragos
489,Vitaldent - Vaguada
487,Dr SOUIED Laurent
486,Cabinet dentaire Dougnac
485,Cabinet du Dr Julie Cherubin
484,Dr Cristina VARELA LUACES
482,Cabinet dentaire des Tilleuls
481,Cabinet dentaire du Dr André Barbagallo
480,Dr Pradère Hervé
479,Dr LALUQUE Victor
478,CLINIMED - Rueil Malmaison
477,Cabinet Dentaire des Plaines
476,Cabinet du Dr Mathilde LEJEUNE
475,Cabinet du Dr Gerald Gillet Ducher
472,Cabinet Dentaire du Parc
471,Clinique du Vergers - Algers
470,Dentego - Nancy
468,Dr LEBON Anna
466,Dr CARREBROUCK Jolien
465,Cabinet dentaire du Lagon
464,Cabinet du Dr David AKRICH
463,Dr ALI Mohamed
462,Cabinet Dentaire des Oliviers
458,Cabinet Dentaire Jouve
457,Les Dents Du Léman
455,Cabinet du Dr Rodolphe MARTIN
454,Dr LUX Célia
451,Vitaldent - Coslada
447,Centre dentaire de la Seyne Sur Mer
446,Doctil - Villepinte
445,Doctil - Chatenay Malabry
444,Vitaldent - Alcala de Henares
443,MFR Lot & Garonne - Villeneuve sur Lot
442,MFR Lot et Garonne - Agen
439,Dr ELBAZ Jonathan
438,Dr BRODIEZ Pierre
436,MFR du Gers - Centre dentaire Auch
434,Cabinet du Dr Pierre BODART - Metasmile
433,Dr GRIMAL Philippe
432,Dr GARDA Olivier
431,Cabinet Dentaire d'Albret
430,Cilaé Santé
429,Dr ROUX Alexandra
426,Cabinet du Dr Clément CAULET
424,Cabinet du Dr Christian Pujol
423,Cabinet dentaire des Mascareignes
422,Dr FAUCON Vincent
420,Cabinet 2 Lyon
419,Bonneuil Santé
418,Dr DUPLAIX Jean Baptiste
417,Dr MONSENEGO Alexandre
416,Dr BOURGEOIS Emmanuelle
415,Cabinet du Dr Paul CAMMAN -Espace dentaire Béziers
414,Cabinet du Dr Adrien DOGNETON
413,Cabinet du Dr Fabrice GAMBIER - Espace sourire
412,Dr HADDAD Michel
411,Dr MOHAMMAD Abdoul
409,Cabinet du Dr Philippe Roussel
407,VYV - Bordeaux Vital Carles
406,Cabinet du Dr Laran
405,Dr RENARD Dominique
404,Dr DUQUE LESSA BASTOS Fernando
401,Cabinet du Dr Maxime GOURMET
400,Dr GUILLET Anne
398,Cabinet -  Frederic Halfon
395,"DR CLAMY EDROUX, OCTAVE"
394,Cabinet du Dr Reda BEN KIRAN
390,Cabinet du Dr Martin et Jean-Jacques BENSAHEL
389,Cabinet du Dr Diana APOSTOL
388,Cabinet dentaire du Grand Baisieux
387,Docali - Toulouse Lazare Carnot
386,Docali - Colomiers
385,Docali - Lyon 9
384,Docali - Lyon 8
383,Docali - Nantes
382,Docali - Rennes
381,Docali - Lomme Lambersart
380,Docali - Lille Fives
379,Docali - Lille Wazemmes
378,Dr LOSEKE Valérie
376,Dr POTAUX Grégoire
374,Dr POLO Cyrielle
373,Cabinet du Dr Tania CASTRO
372,Dr ABOUZAGLO Benjamin
371,Dentego - Marseille République
370,Dr LANG Zacharie
368,Dr PENA Rafael
365,SCM Dentaire des Chartrons
364,Dr NATHAN Thierry
363,Cabinet de Dr Paul GARCIA
362,Cabinet dentaire Drs Dany Cohen et Sarah Matrullo
359,CMDF - Saint Ouen
352,Cabinet du Dr Sébastien MELLOUL
349,Hygident - Martinique (Océanis)
347,CMDF - Gennevilliers
346,Dentego - Montpellier Comédie
345,Dentego - Montpellier Argelliers
344,Dentego - Castelnau
342,SELARL Cabinet dentaire des bois
341,Dentego - Blagnac
340,Dr GUGLIELMI Pierre Ange
339,Cabinet Dr VALENTI - DERTERM - CANCIAN - ESCUDIE
338,Dental Vallée
337,Dentego - Orléans
335,CABINET DU DR PHILIPPE ZENOUDA
334,CMDF - Paris Magenta
333,CMDF - Villetaneuse
332,LA VILLA ESPACE DENTAIRE AIX EN PROVENCE
330,Dr MARTIN Philippe
329,Dr TOMSA Mihai Oliviu
328,CABINET DENTAIRE DU MERLAN - DR JOE KOSTA
325,Dentego - Saint Raphaël
324,Dentego - Dijon
323,Dr BENAYOUN Veronique
320,Dr NGUYEN Tien-Van
319,Dentego - Nice Thiers
318,Dentego - Chalon-sur-Saône
316,Dentego - Lyon République
315,CABINET DU DR THIBAULT FANTINO
314,Dentego - Cannes
313,Hygident - Guadeloupe (Colin)
312,Dentego - Antibes
307,CABINET DU DR ERIC BERGERO
304,Cabinet du Dr OMARJEE Bilal
300,Dr CASTAGNA Didier
299,CENTRE MEDICO-DENTAIRE GUYOT ET ASSOCIES
298,Dentego - Villeurbanne
297,Dr Jérôme Dumond
296,CABINET DU DR PEYRATOUX
295,Cabinet du Dr Quaglieri
294,CABINET DU DOCTEUR DAN ILLOUZ
293,Cabinet du Docteur Dominguez
292,Dentego - Gare de Lyon
289,Dentego - Lyon Lumière
287,CABINET DENTAIRE DU DR JEREMY CIPRIANI
279,Selarl Vital
276,ACSMILE
275,Dr De Crozals Stéphane
274,Docali - Davout
273,Cabinet dentaire DENT’AR
272,Dentego - Draguignan
271,Dentego - Rouen Saint Sever
270,Dentego - Toulon
269,Dentego - Caen
268,Dentego - Nice France
267,Dentego - Nice Garibaldi
266,Dentego - Sainte Maxime
264,Dentego - Menton
252,Centre Dentaire Hoche
250,Dentego - Mulhouse
246,Centre de santé Dentaire - Guy mocquet
236,Nobel Santé - Argenteuil
232,Dentego - Barbes
229,Dentego - Chartres
225,Dentego - Villeneuve d'Ascq
223,Cabinet Emerique
217,Dentego - Reims
216,Dentego - Brest
215,Centre Dentaire ADN la Défense
205,Dental Synergy
202,DPO Suresnes
201,Cabinet dentaire des promenades
200,DPO Neuilly
198,Clinique Dr Agday
197,Place Dentaire - Le Pré-Saint-Gervais
193,Place Dentaire - Beauvais
189,Cabinet du Dr Laurent Desmaison
187,Cabinet du Dr Yves Tolila
184,Cabinet du docteur Zenou
180,Cabinet du Dr Homassel Benoît
177,Dentego - Alfortville
175,Dentego - Gare du Nord
169,Cabinet du Dr Gerard Tolila
157,Avident - Le Cannet
156,Avident - Nice
155,Avident - Cannes
154,Place Dentaire - Porte d'Italie
152,Place Dentaire - Lyon Saxe
148,Docali - Lyon 7
143,Cabinet du Dr Nicolas
141,Nobel Santé - Bordeaux
140,Nobel Santé - République
139,Nobel Santé - Nationale
138,Nobel Santé - Orly
137,Nobel Santé - Melun
136,Nobel Santé - Rosny-sous-bois
130,Cabinet du Dr Dray Nicolas
128,Cabinet - Dr Journo Kalfon
127,Docali - Rouen Saint-Sever
126,Docali - Rouen Cathédrale
125,Docali - Belleville
124,Docali - Villejuif
123,Cabinet du Dr Ivan Korecky
121,Cabinet Dr Vecchione Christiane
119,Odento - Evian
118,Dentalplan - Saint Lazare
117,Cabinet Irranca
114,Dentelse - Clamart
112,Rihtar Sebastian office
109,Cyril Gaillard Cabinet
94,Cabinet du Dr Varea
87,Cabinet du Dr Clément Enous
68,Jonathan Amar office
24,Centre Dentaire Evreux
23,Dentexelans - Beauvais
22,Dentexelans - Orléans
18,Dentego - Amiens
17,Allodent - Salon-de-Provence
16,Allodent - Marseille
15,Dentelse - Boulogne
13,Place Dentaire - Saverne
12,Place Dentaire - Rivétoile
11,Place Dentaire - Hautepierre
10,Place Dentaire - Illkirch
9,SELARL Elbaz et Associés
8,Odento - Paris 17
6,Allodent - Aix en Provence
